Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7140caab755f107097bce5f409cd3e3092dd1aa4d6b58116b8f7bdbe0b076311,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.495330,52.351861,On or near WISSETT ROAD,E01030285,Waveney 013D,Investigation complete; no suspect identified
97bb305c3da1a351dc744e300154f444e9251340bbf7bacfbdb0cdaf25838ef2,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.743806,52.467040,On or near UNION PLACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
1383af3b715c44ffa9058ab1b8bc5d16b63dc197ce691817024f9bdcb3519e60,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.564944,52.146255,On or near WATER LANE,E01030099,St Edmundsbury 010A,Investigation complete; no suspect identified
6353f317063de1ed210df5e8c1288c8153314902727d7cd49822ac6e7d9f8fc5,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.001384,52.078498,On or near WINDINGS ROAD,E01029911,Babergh 004F,Investigation complete; no suspect identified
8dc6a845f18be535f3c3b8fedc03685e778c35e5745b2c986c6ecc4fbc438703,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.099398,52.119310,On or near LOWER CRESCENT,E01030046,Mid Suffolk 012D,Investigation complete; no suspect identified
69102073bb38581c224d45342e8eee29e1d6ad3ac4ca59405246abab46283b4e,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.732355,52.477216,On or near PETO WAY,E01030263,Waveney 005B,Investigation complete; no suspect identified
5169fe5b5ac681650848a2ebc03de414f7d01ae93802d8a6425cf32ab6b5c36e,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.735844,52.495078,On or near RUMBURGH ROAD,E01030281,Waveney 002E,Investigation complete; no suspect identified
335429ef08fb65eb73f2a7ea08fa2b1d3782f410e2957d5062d75ebe47c0a583,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.713072,52.245359,On or near BUTTER MARKET,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
0582f281ae614e02351c99356cf94c419568b757e69f3b3919f130e90817f332,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.247400,52.059605,On or near SPINDLER CLOSE,E01033444,Suffolk Coastal 010H,Investigation complete; no suspect identified
9d0eaba5d47fec2a4c761177ebfc6ac74a55b6bb4970bfb83382767873e1fc2d,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.494255,52.373140,On or near ROSE GREEN LANE,E01032525,Forest Heath 003H,Investigation complete; no suspect identified
025772d090c38110c84a03c37d60cb9a8defc0359b74d72fff3f2dab274da46b,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.158138,52.057617,On or near Shopping Area,E01033129,Ipswich 007H,Investigation complete; no suspect identified
43af2b0a7693528f90498c298e54fc222823b6c66a70d26ab6097ec70221ebab,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.375412,52.264897,On or near LOW STREET,E01030174,Suffolk Coastal 002D,Investigation complete; no suspect identified
db4c9f94b41f8e40582c35d531637c42be74dbfea9adea7d5ebe47cc2796bb0e,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.563150,52.444528,On or near JOHN LAWRENCE CLOSE,E01030228,Waveney 010E,Investigation complete; no suspect identified
43b942dd08db89cb65578f86d73ed81edf705dda5a3111015e94d430ee85be0f,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.132389,52.067028,On or near Supermarket,E01030022,Ipswich 006A,Investigation complete; no suspect identified
94a4e13abcc22e3f5e08b0193a2265e252c7bf842ca1a1fb69270cb9629d2342,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.155483,52.055961,On or near DOGS HEAD STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
bfd0970aaa3ac19c2c33814d9b37982535607dc599e835f855961e9d204395c9,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.375412,52.264897,On or near LOW STREET,E01030174,Suffolk Coastal 002D,Investigation complete; no suspect identified
8f701533fd74a5fd53f44ccfa85a98bc4a680a1e3d9de6dd44e76dabd3fa6159,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.510347,52.353519,On or near CHISWICK AVENUE,E01029940,Forest Heath 004C,Investigation complete; no suspect identified
dba6345c699ec54a21917ec7575d099735e937be51a7082c17e29527279220a0,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.110971,52.109049,On or near JUBILEE CLOSE,E01030047,Mid Suffolk 012E,Investigation complete; no suspect identified
09af7118dca744c703fafa2399f96e0ef107eaf2d3fd2fc3910bd704f3735187,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.528210,52.357485,On or near Park/Open Space,E01030229,Waveney 015A,Investigation complete; no suspect identified
ccf4c01f0b21fe38083da72f6a4de56a981c0e30dd23cbc08b236e0821f26a28,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.126911,52.042108,On or near BIRKFIELD DRIVE,E01030018,Ipswich 015B,Investigation complete; no suspect identified
5d60f0968ef4ea367bda98826ab9f180ed1159ecf53dc52f5c688a6cc3052f7c,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.307923,52.032142,On or near WATERMILL ROAD,E01030198,Suffolk Coastal 010F,Investigation complete; no suspect identified
d6087f87a608e1af378ce9bb7f10c27f2e38987e34e4b4f57b562011fdc42af0,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.450122,52.359631,On or near ROLFE CLOSE,E01032526,Forest Heath 003I,Investigation complete; no suspect identified
c7ff05c3f0909d32390ed785507e6516de1303498bb239c83dd091db4a85682e,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.481826,52.301589,On or near TURNPIKE LANE,E01033454,Forest Heath 005F,Investigation complete; no suspect identified
2768209f16ce839158c988274f47b38be04544460c3eb84fca067bc801704fd7,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.437325,52.456180,On or near MARKET PLACE,E01030230,Waveney 013A,Investigation complete; no suspect identified
1bdeaf50959a1a92819366cfe25dfc5be7a20c44880ad36d60ee385293f29088,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.249614,52.059553,On or near JENNINGS DRIFT,E01033444,Suffolk Coastal 010H,Investigation complete; no suspect identified
1aaeaaed974f3e82312a1511577470acdda899944db3ca11b5650dd2f8a951ce,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.150081,52.061502,On or near DYKES STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
30f86cd019089db1e47c15941d2bfa88bc70ca764251442bc49b4fdcd10cc604,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.128721,52.031906,On or near ALDERLEE,E01030021,Ipswich 015E,Investigation complete; no suspect identified
a54bb3c48d1471c36a507c01b1726a7ed3e8f2c2e2e2cf3a103e761bf187061a,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.185594,52.000179,On or near MAIN ROAD,E01029873,Babergh 011B,Investigation complete; no suspect identified
553f2ca20c7879a9a724890671ce20a365e7ca03471dd810b6ae6ad7fded95d4,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.148215,52.055310,On or near FRIARS BRIDGE ROAD,E01029988,Ipswich 010E,Investigation complete; no suspect identified
4d5c8d86af6833d8c1ee7c882f13f8353fb22d2f19d4d578b3b687716cf3b4c3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.746567,52.470938,On or near ST JOHN'S ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
abb01301f8e9018a680ccf695b9941f2c421eb85200c9bd5afce340d27fcb7e3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.181021,52.052558,On or near FOXHALL ROAD,E01029961,Ipswich 007D,Investigation complete; no suspect identified
9e722a3d884317256946057045991c268c37e38a0a44fb2183c4d1d056060202,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.762080,52.068570,On or near DANIELS CLOSE,E01029923,Babergh 006D,Investigation complete; no suspect identified
0a9fdab7b1943409a3be7ec09d5b52929a76c530543cf9b99fc7a12763b6daba,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.159355,52.060381,On or near BOLTON LANE,E01030010,Ipswich 005D,Investigation complete; no suspect identified
e469af6911d4b3252ed81e664cdeba1c50b51b9c95d76b6b6856732214512d32,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.507995,52.266614,On or near CHURCH LANE,E01030222,Suffolk Coastal 001C,Investigation complete; no suspect identified
129e32a80222c1c8e6a7b589501ac0810b205b19ae27e5e4686df868fc6a17d3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.194362,52.028533,On or near DOWNHAM BOULEVARD,E01033127,Ipswich 014E,Investigation complete; no suspect identified
a7eeae47a1e1b2e3b6308f39d61c1cd6986f0db5822efdbd2ace1eaa761562dd,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.168188,52.073032,On or near BROMESWELL ROAD,E01030011,Ipswich 005E,Investigation complete; no suspect identified
80e5a201299fa905e86d67f68e9f10f3b15be8ddd2c7620128e48676064c8cf5,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.734445,52.486397,On or near Supermarket,E01030263,Waveney 005B,Investigation complete; no suspect identified
0bf9557811b35ec513e8e185d9f5d0a5b5fe807c2c920138c8c63bc1c32a5797,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.749199,52.472266,On or near PIER TERRACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
4f1951201e6d2705a18d8ba41d65161356bec10ac03957d2a5ad70904788bfe6,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.185594,52.000179,On or near MAIN ROAD,E01029873,Babergh 011B,Investigation complete; no suspect identified
4a337d4e1aeb52d7793ad1b112c3150a01f8a6707b6719f6fb8274597b48265a,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.197920,52.049977,On or near CHILTON ROAD,E01029966,Ipswich 009D,Investigation complete; no suspect identified
91b3504f5a64923f96184197939ab2542d9e7f2119faae3250e846d86e569007,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.720645,52.471469,On or near SCHOOL ROAD,E01030289,Waveney 005D,Investigation complete; no suspect identified
4e68fc82186be3d96b817788e72d3d88d7013bb6ba02b3c93b9b91034fb60427,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.752547,52.481830,On or near ST PETER'S STREET,E01030249,Waveney 004C,Investigation complete; no suspect identified
7d03d5d322cc0a7ac2cf5e433cb0a7b25af3a424a67e43798128fa6feba656b8,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.722501,52.469908,On or near DELL ROAD EAST,E01030290,Waveney 005E,Investigation complete; no suspect identified
0cced70bb166a6963b9ac5c96c8966154502d40ec3edb2176e40a2ce9f8ea5ca,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.157669,52.049112,On or near FELAW STREET,E01033122,Ipswich 012F,Investigation complete; no suspect identified
9d5ad6d4c1c4b08895ce854534b753fb2612bef58494302b0277edebe36c3770,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.415467,52.239858,On or near Sports/Recreation Area,E01032612,Forest Heath 008F,Investigation complete; no suspect identified
0eb3893430893df0a1c7bbc50e3e869af6c3837d038d3d1c4516ac47f835355e,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.165390,52.059895,On or near FINCHLEY ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
81295c4504ac7a4306e0879df25dd6a2b931ee2d6753265ecfc115719bbc884b,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.119535,52.047817,On or near PARTRIDGE ROAD,E01030013,Ipswich 013B,Investigation complete; no suspect identified
b03932e758cd8ed9bf942392a00bd35724dedc0ca5ae3e4570614b0af4e28379,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.150779,52.058983,On or near HIGH STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
d33cc5a396727cf6f8447062fd14d8f99e281bdf2b2e442b8e17d13191cee827,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.126437,52.067690,On or near PITCAIRN ROAD,E01030027,Ipswich 003A,Investigation complete; no suspect identified
ef0cce489a6be4fc5eddda6d4310d069916c0299406e1443f3b0da3d2b5adfa2,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.747771,52.470018,On or near MARINE PARADE,E01030258,Waveney 007D,Investigation complete; no suspect identified
57d93b664326947e431c8b3f9de9e23243acb690b5516e74d6ed85c814f0dce7,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.165390,52.059895,On or near FINCHLEY ROAD,E01030007,Ipswich 005A,Investigation complete; no suspect identified
74c7b7e6cc400f746bcb2616a7ff3b53a012e3d7c9d0d7dbbbfe49a372c987de,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
2fb9429e981c1eee3f6b0aef9cc5c997b338a72bfe06774d1ac32771af24b035,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Investigation complete; no suspect identified
8f50f90679fa13e0432e9ca7785b732dab6c92171b71de0e3a7fa2801240fc4a,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.188480,52.054056,On or near RANDWELL CLOSE,E01030006,Ipswich 008E,Investigation complete; no suspect identified
63c3daef97f9844535faf33b26f6bc146e44576e0f88e32a8c91cc92a6452509,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.344544,51.967742,On or near DEVON ROAD,E01030159,Suffolk Coastal 013D,Investigation complete; no suspect identified
b5661f10568e1393f3aa93a895c2410919d4bbadd2ae8f40998158b35b9f7715,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.711226,52.248720,On or near ST ANDREW'S STREET NORTH,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
91604e93c00ea5825eaa4b4f3d3bf6781a0daee80d251cec7063894891768ef6,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.157239,52.054394,On or near FOUNDATION STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
5ad3fc3094f53ad08b3c0f7e064902b45e9ed80ba9ceaed56fb6d3faaedca75b,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.410451,52.085551,On or near MONARCH CLOSE,E01030116,St Edmundsbury 013B,Investigation complete; no suspect identified
cc1c326b3873d3089c4eb044c6efc568cd221b6486a51e02c1bc78ba92b24661,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.138035,52.079901,On or near Supermarket,E01029975,Ipswich 002C,Investigation complete; no suspect identified
19a1afaec7f1890b28bad184f13892a3e493a8ef3d2840f1632b31016b2c8e05,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.713857,52.451219,On or near COVERDALE,E01030239,Waveney 012A,Investigation complete; no suspect identified
9107fcbdd8d59556391c3c7e8459fb061d73229e6dd3f6b24344b9c9dcaebc80,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
ece1a1b1d4f44a9303d0dc97bdfe32b47adb9bfde7c7a68fbc0b8e1b818e5e15,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.151394,52.062330,On or near HENLEY ROAD,E01030025,Ipswich 006D,Investigation complete; no suspect identified
5d7b335d1a017f53fb15c9a5f97ddc12acc5a227a6116ad3271496266c8def9a,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.998982,52.189081,On or near Nightclub,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
595ce1e867308fe633fc53003b1e755c4d1fa230f818a6dbb525c21e2529001c,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.507995,52.348291,On or near GROSVENOR HOUSE COURT,E01029939,Forest Heath 004B,Investigation complete; no suspect identified
1eb31837524632e0f3fff3b16c87ac757245561a7c9b9ac34dfd38d21fd4ed9f,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.995549,52.189807,On or near UNION STREET WEST,E01033317,Mid Suffolk 010G,Investigation complete; no suspect identified
f9b9dbf74c7ee4c15b50c23f5bad464a0b9a61241bc3e424e1de1d88e938b65d,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.143335,52.046483,On or near MALLOWHAYES CLOSE,E01029970,Ipswich 012C,Investigation complete; no suspect identified
d93b41393e8388f132ab12d7014e5cd954096a956dbd32002c993774f8c72cb5,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.344544,51.967742,On or near DEVON ROAD,E01030159,Suffolk Coastal 013D,Investigation complete; no suspect identified
4bf9cfd70821dc384fa020819256f95623b1475e2b6ad4a92eb942836d9168b9,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.344544,51.967742,On or near DEVON ROAD,E01030159,Suffolk Coastal 013D,Investigation complete; no suspect identified
5e6d944036c22bc4b35e29ccc939ad16c5c05e5247214976c909c3fd380ec6b5,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.756032,52.482439,On or near HIGH STREET,E01030247,Waveney 007A,Investigation complete; no suspect identified
54dc966dacf669868aeee2f33a6ed7fdd1b7a2671922bc82ef61a82bd133396b,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.754544,52.482963,On or near WHITE HORSE STREET,E01030247,Waveney 007A,Investigation complete; no suspect identified
9864e1498e74eda99ab466b7e5d6b973d10f66940fd1e24d55d2f7fbd32220cd,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.012712,52.190224,On or near BULLFINCH CLOSE,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
1e7d162c1ad31b8d4ec23d9a4835d879a6e83e5cf0b28bfc101711d7ac6dd0a8,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.179347,52.034336,On or near REYNOLDS ROAD,E01029979,Ipswich 016B,Investigation complete; no suspect identified
7f605c8054231ba5835b83de0d1c294b6c0f0b4cbde27084e1335abf421b9793,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.153147,52.058641,On or near LLOYDS AVENUE,E01033125,Ipswich 007G,Investigation complete; no suspect identified
dff7427f393ae20c09329aba9ec4408b21bc8c632de2eebfbf5092b17dc79c90,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.146913,52.083055,On or near LINCOLN CLOSE,E01030034,Ipswich 001C,Investigation complete; no suspect identified
22e264d5a6b0d1e3a5e290eddbdc2395903a002b532494bac4930d9e2570e8e4,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.231926,52.061524,On or near MICHIGAN CLOSE,E01030184,Suffolk Coastal 009D,Investigation complete; no suspect identified
ad2b482d972c058e9c36c1f62c9f8d1000874d98035875e5bd7862b01f555389,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.539651,52.399678,On or near REDISHAM ROAD,E01030295,Waveney 014D,Investigation complete; no suspect identified
0b59cfa39569d0db1194dc4390023182b36aa5de23e64ed576d9ed9261f8a410,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.405999,52.239224,On or near STATION APPROACH,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
601a49fa140077dc86bc8ad5022bf241abe1db341f170da193257311eea815c0,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.646189,52.393790,On or near Park/Open Space,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
189b5628331e792e42b469748a302ea99b25fcd36b0499111d0e430b4fe6ee74,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.336914,51.968534,On or near MARGARET STREET,E01030161,Suffolk Coastal 014B,Investigation complete; no suspect identified
da0d5d386e5f6d27c89d8ecfde0f18e0546422ae807ad0c990689658a43903c3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.743806,52.467040,On or near UNION PLACE,E01030258,Waveney 007D,Investigation complete; no suspect identified
1234bd4f15dd7eba8b22568a6c18b0e9d312153e010c54dd2926878918dc7c76,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.572974,52.448603,On or near CENTRE CLOSE,E01030227,Waveney 010D,Investigation complete; no suspect identified
bde9c1de6fefd4b91d66d4cfd211530bc77b431f14281247c90abedc6f5caf9a,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.145870,52.071553,On or near CHELTENHAM AVENUE,E01029973,Ipswich 002A,Investigation complete; no suspect identified
7535b65628e936ec18abde554746209e285368e1473b13dc8670fde67613151a,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.311798,51.989086,On or near BRICK KILN CLOSE,E01030215,Suffolk Coastal 012C,Investigation complete; no suspect identified
faa60e39aff8d295d4ef958ceb5c6c4af4a7286c77564358102297f3098a43e7,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.719342,52.450444,On or near TANSY CLOSE,E01030273,Waveney 012F,Investigation complete; no suspect identified
32993a907668fd6df3440dd4dcca239b4125d7986758bd7d7006a6556071c611,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.750481,52.205427,On or near TUTELINA ROAD,E01030119,St Edmundsbury 008C,Investigation complete; no suspect identified
807672bf8f8a5c6cd7d981b57daa864c430266c1e21d2e19d6d6b7d4d43c667a,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.692617,52.257149,On or near WOLLASTON CLOSE,E01030139,St Edmundsbury 003C,Investigation complete; no suspect identified
09dd3809b548f967b01eae367862fa4079661cad4873f8189ad83c516a684057,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.749880,52.475069,On or near BEVAN STREET EAST,E01030250,Waveney 004D,Investigation complete; no suspect identified
5d23d6765b94e6fcd40b4ba224edd49bb44227dee8c0155aa3e69d01bbfe5f10,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.158202,52.054593,On or near BLACKFRIARS COURT,E01033125,Ipswich 007G,Investigation complete; no suspect identified
d881d1fc7bcf1fcb70698d38b99f934cf5bbebc47eb4a3c11dd604d6e3aceeae,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.456844,52.452561,On or near THROCKMORTON ROAD,E01030231,Waveney 013B,Investigation complete; no suspect identified
42b4491e2531d4dd15ed092fcc540b1ddf356700298bde1ec0eaf2a72392aab3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.154097,52.058660,On or near Parking Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
47967f872b03ea5b08f27ba7eaf15c0e1b5259977a9b64eab4bf96b96f7f2d8c,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.339842,51.970304,On or near CAGE LANE,E01030160,Suffolk Coastal 014A,Investigation complete; no suspect identified
53c9ddc4f5b4c706be7eea3115a0b7fbc5e2da2f0483284d2c972e4486142cbc,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.157446,51.982850,On or near JERVIS CLOSE,E01029897,Babergh 011D,Investigation complete; no suspect identified
39003336d9319cdb7dfa68fc496f61907dcb7b901e0a5720c8a9c58ed5cc68fa,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.315230,52.093188,On or near CHURCH STREET,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
51d54ed9f20efb381ba0365dd5684f8af42b188d43774dbc1a4441032d4d0b27,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.597111,52.334556,On or near Park/Open Space,E01030229,Waveney 015A,Investigation complete; no suspect identified
18eda1d5886421845b484d43df86e424b39381440e704605998f8da149bb692e,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.140745,52.344712,On or near RECTORY ROAD,E01030064,Mid Suffolk 001C,Investigation complete; no suspect identified
98606309f553fcbe34632006e16f80e4f52715bc3d485342a24ae33e2f6635e1,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.870307,52.200944,On or near RATTLESDEN ROAD,E01030065,Mid Suffolk 006C,Investigation complete; no suspect identified
b939a14f29c287e175bdc108114dccb8ac700c63725722193cf85cf2be4360fc,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.352103,51.961716,On or near ORWELL ROAD,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
38fd06bd77d594ff98f0160ac849e9f3df7859d003bc91521904dc24b3067bf3,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
1f9cb462039a71557de4081c36e6a0d34feda6ca6618c801b949504d65c9f99d,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.712463,52.490957,On or near SOUTH LEET CLOSE,E01030266,Waveney 003A,Investigation complete; no suspect identified
88150077b520c964305b9b35b4d11dfd46d2ba7a7d08b3d3cc036e25dfa16c83,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.441156,52.086214,On or near WORTHAM PLACE,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
7186fe2937bc1d452da48b328b5e4e38a4c77c66190357b528dc7c1a0688bd74,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.321136,51.976689,On or near EATON CLOSE,E01030216,Suffolk Coastal 012D,Investigation complete; no suspect identified
a817eaace71c6a91de4ac1d7e1891f268acec6d3cd562ce486874b051cffebdf,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.121658,52.069886,On or near SHAFTO ROAD,E01030030,Ipswich 003D,Investigation complete; no suspect identified
c9a7927bbede98f11d938701ac9a249ac09c75f5f58389687546f2148b38442b,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.351384,51.962618,On or near HAMILTON ROAD,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
998ae127dddea39b589a1893b2d8164b0c37652885e0524c5402bb5d969fa811,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.143444,52.062570,On or near CUMBERLAND STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
26a6a96e65fe6b5658726d0cfd458197a0771223efa7cd456ee79337f3f4c46b,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.615607,52.433346,On or near BENACRE ROAD,E01030286,Waveney 011B,Investigation complete; no suspect identified
ecd4519db7b6bd0da9622f345ffce959624e47d594d2447948b71fcf681d0c43,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.487986,52.213627,On or near PARK END,E01030210,Suffolk Coastal 003D,Investigation complete; no suspect identified
ed786169310cd2d5c525391eccf7ea315661b5b1a8af4a3cabaf4b6d2c375fa5,2016-12,Suffolk Constabulary,Suffolk Constabulary,,,No location,,,Investigation complete; no suspect identified
ebc9412351d1f7dc7cdf314c5300906f7991de52db72e18c591d9925def18e08,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.447103,52.084724,On or near DEBEN ROAD,E01030105,St Edmundsbury 014A,Investigation complete; no suspect identified
9b7cd9c7bb8d71f98d1635697aa80161cb8f3e6cf786f5d11a8677f35d026647,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.268827,52.370762,On or near HOXNE ROAD,E01030053,Mid Suffolk 003A,Investigation complete; no suspect identified
8467efb5d8635d7658d875a9ceb14568895231473a7cbdffe69681ff5b40b7f6,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.785341,52.148457,On or near CROWBROOK PLACE,E01029907,Babergh 001C,Investigation complete; no suspect identified
aefe1459a3540de98baa39e4df7400815cc5ca42429e3a63d14ee14aaa22e951,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.199804,52.028790,On or near MINSMERE ROAD,E01033127,Ipswich 014E,Investigation complete; no suspect identified
a5b74ec0a1780dffafa2946fb750e134ed77873f8cbe41d3dd8697c8c14d2959,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.729632,52.040206,On or near Parking Area,E01029920,Babergh 007H,Investigation complete; no suspect identified
d2710924b000aacc8eb0345b76c16c5f60f0133a0dda4b5f30599042412de359,2016-12,Suffolk Constabulary,Suffolk Constabulary,1.339941,51.969285,On or near SEATON ROAD,E01030159,Suffolk Coastal 013D,Investigation complete; no suspect identified
91d96300dd52afa83fb6d97ce9bf618be47b0fad5b649f305b03e6e9921feaf9,2016-12,Suffolk Constabulary,Suffolk Constabulary,0.390619,52.254194,On or near Supermarket,E01029952,Forest Heath 008E,Investigation complete; no suspect identified
